Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Caius Mcclure,8.1,3.7,12.5,18.7,4.2,19.7,7.7,Enforcer
Yousaf Castro,9.6,7.0,7.2,2.6,8.7,11.0,17.4,Assassin
Tyreke Charlton,10.3,3.0,19.2,12.1,2.7,9.3,16.8,Assassin
Eliana Wilks,12.7,17.4,4.9,3.4,14.6,16.9,12.2,Enforcer
Tonisha Roth,19.8,19.0,12.7,15.2,6.8,5.1,17.1,Recruiter
Verity Harwood,2.3,1.9,6.6,18.5,9.9,8.3,16.6,Priest
Bjorn Avalos,15.0,15.0,1.9,18.4,4.4,4.1,13.3,Advisor
Kate Bate,14.5,18.2,7.4,6.1,13.7,18.7,5.6,Enforcer
Lilly-Mai Welch,4.0,7.6,5.6,19.8,14.3,18.9,13.2,Priest
Rianna Summers,11.2,0.9,3.1,19.3,8.4,6.2,0.3,Accountant
Iqrah Kent,6.8,5.2,7.0,2.5,12.7,5.4,17.6,Priest
Lukasz Mclean,16.5,6.4,9.0,9.8,5.6,18.0,8.5,Assassin
Eshaal Callaghan,13.5,6.6,12.7,9.7,10.8,5.9,13.3,Assassin
Kiefer James,8.6,14.5,8.2,1.4,12.6,4.0,15.4,Recruiter
Julien Lugo,19.7,16.6,10.9,8.5,9.1,6.5,18.0,Recruiter
Eileen Roche,3.3,13.6,14.5,19.9,4.4,0.9,17.3,Priest
Lukas Rosa,1.4,18.3,14.1,13.4,9.2,8.0,3.6,Priest
Ana Woodard,2.9,5.4,18.8,17.9,19.9,10.3,5.0,Accountant
Manahil Fernandez,6.3,5.7,11.5,19.3,0.2,5.2,15.2,Priest
Mylie Mcdonnell,11.5,13.7,7.4,12.1,4.3,13.2,19.7,Priest
Elina Alston,11.1,1.1,0.8,3.9,9.2,8.0,12.9,Assassin
Sabiha Meyers,1.7,9.1,19.8,11.7,1.3,9.5,11.7,Enforcer
Ruben Fields,9.1,5.7,16.5,7.8,4.2,14.0,13.9,Enforcer
Menachem Stone,18.5,15.6,12.7,1.3,14.7,4.0,5.8,Accountant
Megan Trujillo,13.6,19.3,13.5,17.1,1.9,11.8,6.2,Enforcer
Sasha Faulkner,2.6,10.2,1.1,0.6,12.6,2.6,0.2,Advisor
Milton Dawe,8.7,2.1,19.2,13.1,11.8,7.3,18.8,Assassin
Nabil Vincent,9.8,7.6,6.9,2.0,4.7,10.6,16.5,Assassin
Lia Odom,15.8,13.6,2.5,0.6,8.4,4.1,9.4,Recruiter
Komal Ramos,15.0,20.0,16.5,18.3,3.3,19.2,18.9,Enforcer
Chantel Stacey,15.0,7.5,9.9,5.2,7.0,6.7,6.3,Assassin
Anais Martinez,19.8,7.3,16.1,4.3,4.9,11.2,16.3,Assassin
Nikki Knott,13.3,19.4,6.2,13.6,13.4,9.3,3.0,Advisor
Laaibah Mackay,1.8,8.5,2.8,11.9,4.7,5.9,19.9,Priest
Eugene Halliday,5.2,8.2,3.5,15.5,13.8,6.6,10.3,Advisor
Abul Wright,8.7,19.1,14.0,9.3,15.0,8.7,7.3,Accountant
Kerys Harding,11.6,8.0,11.6,12.2,18.1,12.7,7.4,Accountant
Ada Hull,17.6,19.6,0.6,13.4,1.2,19.1,9.9,Advisor
Leon Kumar,3.2,16.5,14.3,8.3,14.1,3.8,5.3,Accountant
Jiya Mcnally,12.1,7.1,18.6,0.5,4.0,9.8,3.0,Enforcer
Jayden-Lee Rosario,10.1,7.4,4.5,4.5,10.6,9.1,5.8,Accountant
Chloe-Ann Cherry,0.8,18.6,18.6,18.2,9.2,14.4,17.7,Priest
Diesel Guerrero,14.1,12.0,15.5,15.7,11.2,1.1,3.5,Accountant
Nusaybah Mcgrath,17.9,12.4,1.8,9.3,14.4,8.5,8.7,Advisor
Eliza Baird,15.9,5.3,1.2,5.7,15.2,12.1,19.7,Assassin
Yaseen Conrad,9.2,4.3,15.2,5.5,8.5,19.5,4.4,Enforcer
Harold Padilla,8.0,8.1,2.2,2.1,2.5,18.3,13.8,Enforcer
Nancie Hodge,1.2,14.0,12.0,8.4,10.0,4.3,15.9,Priest
Toby Cooper,4.9,7.7,10.9,18.1,8.5,1.0,12.7,Priest
Nana Pearce,16.2,2.4,8.6,10.3,12.0,8.7,18.3,Assassin
Yusef Nava,18.6,9.8,18.7,2.5,0.3,18.6,6.4,Enforcer
Dua Dillard,2.4,1.5,5.0,17.1,5.6,18.9,13.5,Priest
Michele Reed,14.0,13.6,6.3,18.8,12.1,18.2,1.5,Advisor
Bridie Henry,8.7,11.5,17.2,1.9,3.5,12.8,19.7,Enforcer
Neive Ventura,1.6,12.4,15.4,19.1,13.6,9.7,7.4,Accountant
Wendy Bloggs,0.1,18.7,4.0,18.7,16.7,8.8,0.7,Advisor
Christos Pham,4.2,1.1,11.6,0.0,9.1,10.8,7.5,Enforcer
Raphael Dawe,6.7,11.7,4.9,5.1,10.1,19.2,1.1,Enforcer
Emma-Louise Freeman,7.1,13.2,1.5,9.2,2.4,18.2,1.1,Enforcer
Martyn Weston,5.6,6.7,17.1,6.7,2.7,12.7,13.9,Enforcer
Sumaiyah Chandler,0.6,16.0,7.9,15.1,1.9,13.4,13.5,Priest
Lyle Wagstaff,17.7,9.4,1.1,4.9,19.7,10.4,2.0,Accountant
Isobel Mohamed,3.5,9.0,4.5,1.9,10.4,13.8,16.7,Enforcer
Lynda Howells,17.3,7.1,17.3,1.3,7.5,5.4,5.5,Assassin
Trixie Murray,5.4,10.7,10.7,13.0,15.5,3.8,9.3,Accountant
Rueben Adam,13.7,9.4,2.3,0.1,10.6,3.7,9.1,Recruiter
Jamaal Cherry,9.8,4.1,18.7,4.8,10.2,10.7,12.9,Assassin
Rhiann Mccormack,10.6,4.9,17.8,12.1,18.4,1.7,9.6,Accountant
Monika Hartman,8.9,17.8,7.7,9.1,16.9,12.4,0.3,Accountant
Johanna Dowling,3.3,0.3,0.6,14.2,2.3,17.4,19.4,Priest
Aidan Tait,1.4,7.0,10.6,2.9,4.7,6.6,12.1,Priest
Ameerah Galindo,14.3,7.7,5.1,5.5,18.7,5.3,9.5,Accountant
Tabitha Hickman,2.4,7.4,2.6,2.4,2.1,3.4,14.6,Priest
Jorgie Schaefer,0.2,13.0,10.2,1.1,2.1,10.9,8.0,Enforcer
Patrik Barnes,17.9,19.7,17.6,2.4,2.1,9.5,13.5,Enforcer
Rafi Lindsay,2.8,3.3,19.2,6.9,1.8,1.9,5.2,Assassin
Jason Lee,11.6,17.1,11.8,17.2,18.4,3.2,17.9,Recruiter
Awais Rowland,10.6,13.4,2.9,2.4,18.2,10.6,2.1,Accountant
Samuel Hebert,19.1,8.9,15.7,15.2,3.8,6.8,8.2,Assassin
Madeleine Kramer,9.5,1.1,13.1,15.8,12.2,6.9,7.2,Accountant
Syeda Valentine,4.6,18.7,14.7,12.2,19.7,0.2,11.1,Recruiter
Conna Steadman,17.2,19.7,18.6,12.8,3.3,13.7,17.9,Enforcer
Diogo Knox,19.4,18.0,12.4,5.4,3.2,1.3,11.2,Recruiter
Niyah Duggan,12.1,12.1,11.4,2.4,10.0,4.7,3.5,Accountant
Lucie Carroll,11.5,19.0,13.1,11.8,8.6,1.0,6.5,Recruiter
Glenda Blankenship,0.8,8.5,10.4,10.8,10.6,12.8,7.0,Enforcer
Mariella Stephens,14.8,7.3,8.7,5.4,7.6,4.8,1.6,Assassin
Delilah Mendez,4.3,6.8,0.3,12.4,3.4,16.1,2.5,Advisor
Sunil Knapp,8.1,5.3,16.9,2.7,18.4,14.9,18.3,Assassin
Bear Hurst,19.8,0.9,11.0,9.6,3.4,4.7,8.7,Assassin
Zoey Parker,18.0,3.6,15.8,15.0,13.7,4.7,14.8,Assassin
Digby Miles,20.0,8.1,15.8,14.0,10.6,18.7,10.9,Assassin
Kealan Cochran,3.2,19.4,16.0,7.0,16.7,15.2,6.2,Enforcer
Aislinn Harris,8.9,17.9,17.3,11.0,2.8,16.0,7.1,Enforcer
Aaliya Carson,9.4,16.7,19.9,9.5,9.7,12.3,3.5,Enforcer
Aleesha Waters,3.0,3.7,4.5,14.4,9.0,2.9,11.8,Priest
Zayyan Rennie,13.3,15.0,8.5,13.1,8.4,19.7,17.8,Enforcer
Kallum Munoz,18.0,17.7,1.9,18.2,6.1,11.7,17.2,Advisor
Kaitlan Proctor,9.3,16.6,9.6,10.3,3.4,4.3,2.4,Advisor
King Liu,0.2,11.1,13.6,18.9,1.8,15.0,1.4,Enforcer
Om Becker,7.9,16.9,9.4,13.3,6.9,7.1,2.5,Advisor
Sade Phelps,8.2,0.2,18.9,13.4,4.8,16.0,10.0,Assassin
Jean Harding,13.7,7.2,7.4,4.1,1.3,17.6,14.7,Enforcer
Kelsea Rankin,6.6,7.5,1.4,6.8,14.3,8.4,20.0,Recruiter
Manahil Ballard,10.3,7.7,17.4,7.9,16.7,6.2,1.6,Accountant
Pharrell Terry,12.9,3.0,13.4,7.1,12.7,10.0,8.8,Assassin
Louisa Mccartney,4.0,3.1,10.2,4.3,17.1,14.6,17.2,Priest
Hayden Garrett,15.4,11.0,2.9,10.2,19.2,17.9,1.9,Accountant
Yousaf Shaffer,10.0,18.0,2.2,5.3,6.2,14.0,8.9,Enforcer
Yvie Robbins,1.2,1.0,6.4,1.8,9.4,5.9,13.7,Priest
Romy Bouvet,11.1,2.5,3.2,9.1,18.0,4.1,19.2,Recruiter
Roza Castro,2.1,6.0,14.7,2.7,13.8,1.3,0.8,Accountant
Glen Frame,8.1,3.6,15.0,10.1,18.5,1.9,16.4,Accountant
Jaxson Blair,8.7,17.5,6.0,19.8,13.7,5.5,9.8,Advisor
Sylvie Gamble,3.9,12.5,16.3,14.8,4.9,0.1,0.7,Accountant
Marlon Warren,9.8,16.8,18.5,0.0,6.7,6.8,12.2,Enforcer
Stella Callahan,17.8,6.1,11.0,18.2,17.2,18.5,8.7,Accountant
Destiny Barnard,9.1,17.9,6.8,4.4,17.0,16.2,16.8,Recruiter
Alena Piper,12.3,15.5,0.6,0.9,5.9,15.0,6.3,Enforcer
Robin Fenton,11.7,10.4,6.0,2.1,2.6,9.0,10.8,Enforcer
Fenella Rosa,14.8,8.0,12.6,18.8,5.7,19.7,6.9,Enforcer
Bogdan Mcgowan,15.4,4.8,1.0,17.4,15.1,5.7,7.4,Advisor
Manav Christensen,18.1,5.0,17.2,2.1,3.9,2.1,13.7,Assassin
Mairead Kirkland,17.9,10.2,1.4,6.6,8.2,7.2,8.0,Advisor
Jamal Sandoval,16.2,9.0,17.6,16.0,2.2,12.2,9.8,Assassin
Corban Roy,0.7,10.1,12.3,8.1,15.8,8.3,14.7,Priest
Roberta Blackmore,2.4,14.8,18.7,2.3,7.9,5.2,11.7,Enforcer
Ayub Hughes,8.1,1.9,5.0,8.0,9.1,8.1,12.9,Assassin
Ameer Mejia,1.5,15.7,8.4,1.2,0.7,2.7,6.7,Recruiter
Saoirse Patrick,16.9,12.4,1.8,15.3,14.4,14.1,3.2,Advisor
Hawwa Bonner,16.2,2.3,3.3,7.2,0.1,9.1,14.5,Assassin
Rosalie Donovan,10.5,14.5,18.4,18.0,19.6,3.7,11.7,Accountant
Brandan Lister,12.6,11.1,5.7,12.9,10.5,1.8,10.5,Advisor
Codie Gibson,8.4,9.5,0.5,2.3,9.0,10.6,1.4,Advisor
Leopold Drummond,8.0,18.1,15.2,16.9,1.8,17.2,2.2,Enforcer
Aida Combs,0.8,6.5,18.4,1.0,4.5,7.4,13.8,Enforcer
Honey Medrano,19.5,15.2,0.0,12.6,14.0,9.8,1.5,Advisor
Romany Vasquez,6.3,11.3,12.9,5.7,14.1,11.1,12.3,Enforcer
Tiegan Oconnell,3.4,3.1,11.6,7.8,0.6,2.9,10.9,Priest
Frida Benton,4.9,4.9,10.0,7.3,5.5,12.2,9.3,Enforcer
Julian Dunn,4.1,18.2,15.8,3.4,10.7,2.0,11.5,Recruiter
Martha Rodriquez,10.3,19.5,11.8,8.9,3.7,1.8,4.4,Recruiter
Rayhan Wall,15.8,19.0,18.6,13.6,17.6,9.6,17.7,Recruiter
Jadon Barton,4.7,16.7,1.1,7.0,6.5,9.9,11.5,Recruiter
Sianna Hawkins,1.2,18.6,18.3,0.4,6.3,8.9,14.3,Enforcer
Brenden Copeland,16.8,7.0,4.8,10.2,17.4,11.5,2.7,Accountant
Hawwa Burks,5.6,3.9,16.3,5.4,9.1,12.7,6.7,Enforcer
Aditi Macfarlane,19.5,10.1,13.4,15.7,19.4,11.1,14.0,Accountant
Serenity Woodley,6.1,19.2,10.0,13.8,1.6,5.8,5.6,Recruiter
Nafeesa Kidd,18.2,12.9,2.9,3.1,13.3,3.4,14.4,Recruiter
Isabell Tate,5.0,9.4,1.9,10.3,9.3,8.1,12.2,Recruiter
Mohammed Paine,9.9,6.4,16.3,0.5,15.7,12.1,10.3,Assassin
Hamzah Fritz,0.4,10.5,3.5,5.5,16.3,2.5,6.9,Recruiter
Chaya Power,11.8,11.2,10.3,17.6,19.7,16.4,12.0,Accountant
Ruari Gould,0.5,18.0,5.8,19.6,4.4,6.5,9.8,Priest
Amalia Dixon,0.3,3.8,18.0,3.0,16.2,6.4,0.9,Accountant
Farzana Sears,14.8,8.5,14.8,18.5,15.4,15.1,10.9,Accountant
Margo Jarvis,19.0,14.2,0.9,6.3,7.7,9.9,16.7,Recruiter
Jagdeep Plant,5.8,0.0,11.7,1.8,4.3,13.5,1.6,Enforcer
Alexandros Mcknight,18.8,0.7,9.2,3.8,19.3,13.3,15.5,Assassin
Britany Harris,13.6,17.4,1.6,0.7,19.2,0.5,4.1,Advisor
Miley Long,19.0,17.9,16.1,18.8,13.3,9.0,12.0,Advisor
Marisa Hassan,8.3,19.6,11.2,1.9,5.8,17.4,5.3,Enforcer
Angharad Henry,1.0,7.7,8.8,16.6,15.0,13.2,6.0,Accountant
Lorraine Higgs,1.9,3.4,9.4,16.0,13.8,13.7,2.8,Accountant
Eliza Jennings,3.5,9.2,2.0,10.5,1.2,9.9,1.1,Advisor
Bluebell Bryant,6.3,5.1,19.6,13.9,0.0,1.5,11.7,Priest
Renesmee Palmer,0.0,15.4,2.8,15.9,8.9,2.5,1.6,Advisor
Jaidon Pike,4.8,10.1,19.6,9.9,1.6,10.6,9.3,Enforcer
Xavier Fitzpatrick,0.0,6.2,11.4,3.9,4.7,6.0,13.3,Priest
Bertram Mitchell,4.2,4.9,19.2,8.9,8.4,19.2,14.0,Enforcer
Ethan Lam,10.3,9.4,3.1,5.7,14.6,11.3,14.9,Recruiter
Emmie Lowe,7.9,9.5,5.3,9.1,19.8,4.1,10.0,Accountant
Saim Compton,11.7,18.0,12.8,6.0,14.9,4.2,2.5,Accountant
Kristi Copeland,13.2,19.5,2.0,12.4,13.9,19.4,6.3,Advisor
Ayyan Sanders,4.6,7.7,15.8,9.6,17.4,12.1,16.1,Priest
Melina Mann,2.0,6.7,0.9,16.1,2.6,17.6,19.5,Priest
Bianka Green,10.1,5.4,8.9,16.8,2.4,3.2,13.7,Priest
Tanner Milne,3.1,9.0,15.3,8.3,4.2,12.7,11.8,Enforcer
Victor Mack,10.2,7.3,1.2,8.8,9.6,6.7,14.5,Recruiter
Ismaeel Gale,12.3,14.7,17.6,13.5,2.3,16.9,18.0,Enforcer
Martyna Mohammed,1.0,9.2,3.1,11.3,2.9,2.6,2.1,Advisor
Emir Alfaro,4.9,7.2,17.4,8.3,7.2,0.9,15.7,Priest
Fletcher Cabrera,6.5,9.6,16.3,18.3,19.0,11.4,5.2,Accountant
Whitney Davison,14.4,5.3,4.6,10.6,13.5,16.2,4.6,Accountant
Rafael Holman,12.9,3.0,13.8,8.0,8.3,14.3,3.4,Assassin
Yusha Price,10.4,0.4,18.1,1.6,7.2,19.9,0.5,Enforcer
Alaina Rivers,14.4,10.7,6.2,6.5,17.1,16.5,1.4,Accountant
Zoe Dawson,19.6,4.2,14.4,16.0,12.7,0.7,13.6,Assassin
Jannat Myers,0.4,19.0,0.2,8.8,19.0,12.4,4.0,Advisor
Trystan Stewart,6.5,0.5,8.0,16.9,14.9,11.8,15.5,Priest
Azaan Blake,1.6,9.0,6.6,16.6,18.4,11.2,1.8,Accountant
Antoni Burnett,5.5,5.9,2.6,6.1,6.4,4.3,11.2,Recruiter
Jeanne Wallace,17.2,18.1,17.1,6.3,17.8,7.4,4.7,Accountant
Nelson Kim,10.0,17.2,11.4,2.4,15.1,6.5,4.6,Accountant
Dakota Gentry,13.2,18.9,13.0,17.1,19.6,3.8,6.4,Accountant
Nathanial Mohamed,19.7,15.5,4.3,17.6,6.3,13.0,18.1,Advisor
Jena Peralta,2.2,14.7,10.5,4.2,8.9,19.1,8.1,Enforcer
Lily-Mai Spooner,7.8,15.5,10.0,10.8,1.6,5.2,0.3,Advisor
Matilda Yang,14.0,19.3,5.7,18.2,3.6,8.3,17.1,Recruiter
Marcia Pope,5.8,19.0,7.9,18.7,18.2,18.4,16.1,Advisor
Milla Wilson,12.7,16.9,17.8,12.0,16.3,3.7,16.1,Recruiter
Kelan Burgess,15.4,18.8,6.8,10.9,1.9,4.6,16.5,Recruiter
Ronan Beech,3.5,4.3,11.8,5.5,20.0,7.7,5.3,Accountant
Darrel Davidson,14.1,19.4,15.2,0.3,11.5,12.8,7.7,Enforcer
Katya Broadhurst,19.7,18.7,12.8,0.7,0.1,7.4,4.3,Enforcer
Nia Mayo,12.2,1.7,15.3,9.3,15.0,16.9,14.5,Assassin
Bethany Drew,13.3,7.7,18.0,3.3,10.6,5.8,4.1,Assassin
Shakir Rodriguez,15.5,3.6,7.3,15.6,11.4,14.0,12.4,Assassin
Anaiya Contreras,13.2,3.6,8.8,15.5,2.5,7.6,3.3,Assassin
Gracie-May Langley,5.3,9.9,14.3,2.9,14.0,18.3,6.7,Enforcer
Rhys Holt,18.1,17.2,2.8,5.7,3.7,16.2,6.4,Enforcer
Madiha Gillespie,13.7,15.4,5.0,19.1,5.4,10.7,6.6,Advisor
Lorenzo Roberts,16.7,13.3,5.6,5.1,14.4,2.5,7.9,Advisor
Jak Clarkson,16.1,9.3,7.9,5.7,19.1,9.8,13.0,Accountant
Roshni Handley,11.4,19.3,8.3,18.4,16.6,4.7,6.8,Advisor
Genevieve Wormald,12.9,18.6,3.8,8.3,10.4,13.1,8.5,Advisor
Artur Dillon,8.9,17.2,4.4,3.0,10.3,14.1,3.4,Enforcer
Dorothy Lowry,0.4,14.3,10.0,7.6,7.5,0.5,15.6,Priest
Gus Nixon,10.9,0.2,1.3,15.6,8.1,18.9,17.7,Assassin
Layla Day,1.0,3.3,1.5,18.3,13.4,14.7,8.1,Advisor
Jaeden Thorpe,18.5,4.2,0.9,0.3,16.7,17.9,17.9,Assassin
Mason Cresswell,1.8,6.9,2.4,4.6,7.0,4.2,17.6,Priest
Cheyenne Roach,7.1,1.7,0.3,17.1,4.7,14.4,14.1,Priest
Bevan Tucker,17.6,16.4,8.4,1.4,2.6,2.3,1.1,Assassin
Elly Marin,10.2,4.3,17.8,9.3,16.4,13.9,5.3,Accountant
Huseyin Byrne,2.4,17.0,4.3,10.0,3.1,8.0,0.2,Advisor
Joss Rollins,15.3,7.3,18.4,12.8,8.4,15.7,3.7,Assassin
Claude Buckner,16.8,11.6,7.6,13.1,9.7,13.4,12.6,Assassin
Waqar Ortiz,17.4,18.0,10.4,0.4,8.5,16.0,6.3,Enforcer
Melanie Pena,2.7,16.9,20.0,3.6,19.6,13.7,4.4,Enforcer
Hibah Morales,13.6,0.1,3.5,4.7,10.7,9.3,17.9,Assassin
Meredith Park,16.2,17.1,6.5,19.1,14.7,12.1,18.5,Advisor
Faizaan Burch,2.8,11.2,10.3,2.7,3.9,16.1,15.4,Enforcer
Harriett Frederick,5.4,2.9,11.5,4.2,2.6,12.6,14.8,Enforcer
Lisa Nash,7.7,4.5,19.2,16.5,19.8,2.7,20.0,Priest
Danny Barrett,2.8,19.4,11.1,10.9,17.9,0.5,4.1,Accountant
Scott Flowers,2.7,4.9,15.5,12.3,17.4,14.4,1.7,Accountant
Brenda Bloom,5.0,17.9,11.8,16.0,18.7,17.1,1.7,Accountant
Rikki Boyle,16.0,3.7,6.3,8.6,4.4,12.3,7.1,Assassin
Jobe Ferry,10.0,14.8,5.8,16.3,14.3,0.0,2.1,Advisor
Shania David,6.1,17.8,18.9,17.1,16.9,2.3,5.0,Accountant
Andreas Carter,19.0,11.8,15.5,13.2,2.3,7.7,17.2,Assassin
Tobias Humphreys,5.5,7.3,17.3,5.1,18.8,11.4,16.4,Priest
Robyn Howe,8.9,8.6,1.5,9.0,10.3,7.4,8.3,Advisor
Jamelia Crossley,16.6,17.5,12.1,4.8,4.1,3.5,5.7,Recruiter
Ammaar Cousins,0.6,0.9,8.6,4.3,3.9,9.7,10.0,Enforcer
Sierra Sanderson,7.4,2.1,7.3,18.3,12.3,16.8,7.6,Accountant
Gregor Britton,3.5,15.7,5.6,14.2,7.5,2.5,1.4,Advisor
Shona Giles,7.0,9.1,2.4,4.0,1.5,1.5,13.2,Recruiter
Natalia Dotson,0.5,17.0,9.5,6.8,7.4,7.0,7.0,Recruiter
Cassia Oakley,8.1,19.9,15.6,7.2,2.2,8.6,5.0,Enforcer
Aayush Farrell,10.0,3.5,5.8,4.7,18.0,15.9,14.2,Assassin
Simrah Coates,16.1,1.8,19.4,4.9,3.6,8.0,15.5,Assassin
Jamaal Rollins,1.8,14.7,8.8,15.1,5.7,5.2,17.2,Priest
Maira Cotton,13.0,14.9,5.5,3.4,5.6,10.7,0.9,Enforcer
Maci Trejo,14.7,3.5,7.7,2.1,6.9,15.7,9.5,Assassin
Clyde Kemp,6.9,0.4,7.4,10.3,5.5,5.5,8.6,Assassin
Vijay Cross,14.1,10.1,1.4,12.2,9.8,10.4,3.9,Advisor
Jace Cresswell,20.0,13.9,17.4,8.7,16.0,10.8,10.2,Assassin
Aleesha Mayer,3.3,11.2,9.4,13.1,11.8,18.9,15.8,Priest
Finbar Potts,0.8,3.6,15.2,19.1,9.6,5.5,18.7,Priest
Muhammed Oneill,19.1,11.2,16.3,10.0,5.9,13.2,13.6,Assassin
Elisha Tierney,11.1,7.5,2.2,18.0,8.7,1.6,14.2,Advisor
Vanessa Maynard,10.9,11.8,0.5,10.3,17.5,1.4,19.8,Recruiter
Emmie Whitney,4.7,17.9,5.0,4.2,8.8,5.9,5.2,Recruiter
Alyssia Sloan,5.3,18.2,10.1,11.2,9.6,8.5,6.6,Recruiter
Rayhan Stanton,3.0,15.3,6.2,9.5,3.5,7.0,12.0,Priest
Tyrone Lindsey,15.3,8.1,1.7,16.8,17.9,15.1,12.1,Advisor
Drake Cooke,0.9,16.5,12.5,3.7,7.0,19.1,15.2,Enforcer
Finlay O'Ryan,12.2,15.1,8.4,1.3,12.6,17.9,19.1,Enforcer
Indiana Holder,4.0,6.8,3.9,17.1,16.8,5.7,17.5,Priest
Ioana Rowley,13.3,2.3,16.4,15.5,11.5,15.0,19.6,Assassin
Louise Woolley,10.8,9.5,6.0,5.1,13.3,0.5,19.1,Recruiter
Latisha Perez,4.6,1.8,9.0,5.8,11.1,11.4,0.1,Accountant
Ho Beach,12.8,2.5,10.1,4.8,16.3,15.6,8.4,Assassin
Yusuf Benton,7.8,10.6,16.0,11.7,7.2,14.6,6.1,Enforcer
Lula Naylor,17.4,4.7,14.4,8.5,6.4,17.9,9.5,Assassin
Lilly-Mai Robbins,0.4,13.0,15.6,15.1,11.4,6.6,0.8,Accountant
Roshni Delarosa,10.6,1.6,1.5,15.3,4.7,12.8,7.1,Advisor
Zane Richardson,14.0,13.9,11.3,18.8,14.4,16.8,15.1,Advisor
Klara Corona,14.6,6.2,15.8,8.5,5.4,17.2,15.6,Assassin
Charlize Dean,5.8,11.0,0.1,18.6,11.0,9.3,14.3,Advisor
Francesco Savage,17.7,9.6,16.2,0.4,6.4,9.8,10.6,Assassin
Aden Cooley,7.3,7.8,2.3,4.5,5.7,6.1,5.7,Advisor
Leigh Finney,7.1,19.5,16.6,17.5,13.9,15.8,7.4,Accountant
Griff Wheatley,3.7,20.0,3.8,5.4,19.4,10.5,7.5,Recruiter
Chanel Meadows,4.9,14.4,9.1,5.7,9.8,2.0,16.0,Recruiter
Nina Davidson,2.9,7.3,16.9,16.3,3.5,5.6,0.8,Accountant
Saffron Metcalfe,6.2,19.2,8.4,0.7,10.5,10.2,12.8,Recruiter
Ace Orr,11.5,5.4,6.6,6.2,6.2,11.1,4.1,Assassin
Aimie Humphreys,11.5,4.9,10.4,17.3,19.4,9.0,19.2,Priest
Abbigail Mcgregor,18.8,17.9,19.6,13.6,0.7,8.9,7.8,Enforcer
Abdurrahman Hartley,3.8,8.1,16.1,8.7,3.0,5.8,0.8,Enforcer
Charis Dixon,10.9,10.2,3.9,2.0,2.7,2.6,16.9,Recruiter
Leopold Mullins,19.0,2.4,2.1,7.5,6.3,0.4,4.6,Assassin
Tasnia Yu,10.5,13.5,8.0,12.3,12.4,9.0,13.7,Recruiter
Laiba Acevedo,18.8,5.2,7.9,19.3,17.1,11.3,17.5,Advisor
Trixie Lane,7.8,3.1,18.1,14.9,0.3,12.1,14.9,Assassin
Maisie Ritter,16.0,12.6,18.8,19.7,13.9,18.4,11.8,Accountant
Andy Mcarthur,14.7,3.4,5.7,0.4,4.3,10.5,9.4,Assassin
Penelope Crouch,16.8,15.9,5.5,7.8,3.7,11.7,7.4,Enforcer
Lennox Wilkinson,3.0,7.1,19.8,4.7,9.1,17.5,8.9,Enforcer
Timur Morley,6.7,9.6,14.5,2.0,10.8,14.4,9.9,Enforcer
Kamron Trevino,5.0,1.9,15.8,0.6,9.7,12.2,19.1,Assassin
Josef Silva,14.7,2.3,7.5,0.3,15.4,1.5,3.5,Accountant
Harleen Denton,2.6,13.7,16.5,16.1,5.4,4.1,8.0,Priest
Latoya Shepard,1.1,8.3,13.9,16.7,17.1,9.2,15.5,Priest
Siraj Mcgill,17.7,15.4,8.9,9.5,14.8,14.8,3.5,Accountant
Ashlee Mcgee,1.7,11.3,16.0,7.2,6.8,1.6,16.1,Priest
Mai White,10.5,16.4,8.3,1.9,19.9,11.1,5.1,Accountant
Rukhsar Gilbert,5.9,14.6,18.1,0.6,6.2,7.7,12.8,Enforcer
Najma Read,6.7,1.0,4.8,4.9,16.6,9.3,9.1,Accountant
Kishan Kim,7.3,6.7,1.3,9.0,9.9,16.9,15.8,Priest
Giorgio Rankin,5.5,16.9,7.7,1.7,1.1,8.4,5.6,Enforcer
Sienna-Rose Peck,5.8,1.0,8.7,10.6,4.8,10.1,16.5,Priest
Trinity Beltran,13.6,17.1,8.6,6.3,11.6,18.5,15.5,Enforcer
Cloe Hayes,19.1,0.5,8.3,4.0,2.9,17.7,19.8,Assassin
Ralphy Leach,1.6,19.1,10.1,3.8,14.1,14.4,15.9,Enforcer
Ava-May Burke,17.0,15.1,0.0,13.6,15.5,1.6,12.2,Advisor
Fionn Shaw,6.1,0.0,0.6,4.4,11.0,8.8,19.8,Priest
Leanna Andrews,17.9,15.5,0.3,5.4,7.2,18.6,17.6,Enforcer
Cadence Reynolds,2.0,9.3,15.2,11.8,7.7,12.4,3.8,Enforcer
Tala Patrick,16.5,3.8,3.4,17.6,7.9,18.7,18.9,Assassin
Leslie Goldsmith,19.7,17.8,4.6,13.5,15.1,3.4,17.4,Recruiter
Eamon Huber,6.8,14.3,3.0,13.7,1.8,0.8,5.2,Advisor
Amaan Stuart,3.4,7.5,6.8,14.6,5.3,18.3,19.7,Priest
Rosanna West,15.2,3.7,10.7,17.0,11.8,12.5,16.1,Assassin
Patryk Winter,3.5,3.5,10.2,19.6,7.1,0.0,7.8,Priest
Marcelina Medrano,0.5,11.6,11.1,6.3,4.5,7.4,14.8,Priest
Zoya Sanchez,11.0,11.7,1.1,16.1,7.5,18.5,9.3,Advisor
